productName,_score,supplierID,quantity,shipCity,categoryName,customerName,supplierName,shipCountry,productID,sales_amount,employeeName,shipperName,unitPrice,orderDate,customer_segment,orderID,categoryID,customerID,discount,employeeID
Chef Anton's Cajun Seasoning,495.0,2,30,Sao Paulo,Condiments,Queen Cozinha,New Orleans Cajun Delights,Brazil,4,495.0,Margaret Peacock,Speedy Express,22.00,1998-02-26 00:00:00.000,High Value,10913,2,QUEEN,0.25,4
Geitost,75.0,15,40,Sao Paulo,Dairy Products,Queen Cozinha,Norske Meierier,Brazil,33,75.0,Margaret Peacock,Speedy Express,2.50,1998-02-26 00:00:00.000,High Value,10913,4,QUEEN,0.25,4
Escargots de Bourgogne,198.75,27,15,Sao Paulo,Seafood,Queen Cozinha,Escargots Nouveaux,Brazil,58,198.75,Margaret Peacock,Speedy Express,13.25,1998-02-26 00:00:00.000,High Value,10913,8,QUEEN,0,4
Flotemysost,537.5,15,25,Sao Paulo,Dairy Products,Queen Cozinha,Norske Meierier,Brazil,71,537.5,Michael Suyama,Speedy Express,21.50,1998-02-27 00:00:00.000,High Value,10914,4,QUEEN,0,6
Alice Mutton,390.0,7,10,México D.F.,Meat/Poultry,Tortuga Restaurante,Pavlova Ltd.,Mexico,17,390.0,Andrew Fuller,United Package,39.00,1998-02-27 00:00:00.000,Medium Value,10915,6,TORTU,0,2
Geitost,75.0,15,30,México D.F.,Dairy Products,Tortuga Restaurante,Norske Meierier,Mexico,33,75.0,Andrew Fuller,United Package,2.50,1998-02-27 00:00:00.000,Medium Value,10915,4,TORTU,0,2
Tourtière,74.5,25,10,México D.F.,Meat/Poultry,Tortuga Restaurante,Ma Maison,Mexico,54,74.5,Andrew Fuller,United Package,7.45,1998-02-27 00:00:00.000,Medium Value,10915,6,TORTU,0,2
Pavlova,104.69999999999999,7,6,Buenos Aires,Confections,Rancho grande,Pavlova Ltd.,Argentina,16,104.69999999999999,Nancy Davolio,United Package,17.45,1998-02-27 00:00:00.000,Low Value,10916,3,RANCH,0,1
Mascarpone Fabioli,192.0,14,6,Buenos Aires,Dairy Products,Rancho grande,Formaggi Fortini s.r.l.,Argentina,32,192.0,Nancy Davolio,United Package,32.00,1998-02-27 00:00:00.000,Low Value,10916,4,RANCH,0,1
Ravioli Angelo,390.0,26,20,Buenos Aires,Grains/Cereals,Rancho grande,Pasta Buttini s.r.l.,Argentina,57,390.0,Nancy Davolio,United Package,19.50,1998-02-27 00:00:00.000,Low Value,10916,5,RANCH,0,1
Nord-Ost Matjeshering,25.89,13,1,Madrid,Seafood,Romero y tomillo,Nord-Ost-Fisch Handelsgesellschaft mbH,Spain,30,25.89,Margaret Peacock,United Package,25.89,1998-03-02 00:00:00.000,Low Value,10917,8,ROMEY,0,4
Camembert Pierrot,340.0,28,10,Madrid,Dairy Products,Romero y tomillo,Gai pâturage,Spain,60,340.0,Margaret Peacock,United Package,34.00,1998-03-02 00:00:00.000,Low Value,10917,4,ROMEY,0,4
Chai,810.0,1,60,Tsawassen,Beverages,Bottom-Dollar Markets,Exotic Liquids,Canada,1,810.0,Janet Leverling,Federal Shipping,18.00,1998-03-02 00:00:00.000,High Value,10918,1,BOTTM,0.25,3
Camembert Pierrot,637.5,28,25,Tsawassen,Dairy Products,Bottom-Dollar Markets,Gai pâturage,Canada,60,637.5,Janet Leverling,Federal Shipping,34.00,1998-03-02 00:00:00.000,High Value,10918,4,BOTTM,0.25,3
Pavlova,418.79999999999995,7,24,I. de Margarita,Confections,LINO-Delicateses,Pavlova Ltd.,Venezuela,16,418.79999999999995,Andrew Fuller,United Package,17.45,1998-03-02 00:00:00.000,Medium Value,10919,3,LINOD,0,2
NuNuCa Nuß-Nougat-Creme,336.0,11,24,I. de Margarita,Confections,LINO-Delicateses,Heli Süßwaren GmbH & Co. KG,Venezuela,25,336.0,Andrew Fuller,United Package,14.00,1998-03-02 00:00:00.000,Medium Value,10919,3,LINOD,0,2
Boston Crab Meat,368.0,19,20,I. de Margarita,Seafood,LINO-Delicateses,New England Seafood Cannery,Venezuela,40,368.0,Andrew Fuller,United Package,18.40,1998-03-02 00:00:00.000,Medium Value,10919,8,LINOD,0,2
Valkoinen suklaa,390.0,23,24,Colchester,Confections,Around the Horn,Karkki Oy,UK,50,390.0,Margaret Peacock,United Package,16.25,1998-03-03 00:00:00.000,Medium Value,10920,3,AROUT,0,4
Steeleye Stout,180.0,16,10,Århus,Beverages,Vaffeljernet,Bigfoot Breweries,Denmark,35,180.0,Nancy Davolio,Speedy Express,18.00,1998-03-03 00:00:00.000,Medium Value,10921,1,VAFFE,0,1
Vegie-spread,1756.0,7,40,Århus,Condiments,Vaffeljernet,Pavlova Ltd.,Denmark,63,1756.0,Nancy Davolio,Speedy Express,43.90,1998-03-03 00:00:00.000,Medium Value,10921,2,VAFFE,0,1
Alice Mutton,585.0,7,15,Rio de Janeiro,Meat/Poultry,Hanari Carnes,Pavlova Ltd.,Brazil,17,585.0,Steven Buchanan,Federal Shipping,39.00,1998-03-03 00:00:00.000,High Value,10922,6,HANAR,0,5
Guaraná Fantástica,157.5,10,35,Rio de Janeiro,Beverages,Hanari Carnes,Refrescos Americanas LTDA,Brazil,24,157.5,Steven Buchanan,Federal Shipping,4.50,1998-03-03 00:00:00.000,High Value,10922,1,HANAR,0,5
Singaporean Hokkien Fried Mee,112.0,20,10,Toulouse,Grains/Cereals,La maison d'Asie,Leka Trading,France,42,112.0,Robert King,Federal Shipping,14.00,1998-03-03 00:00:00.000,Medium Value,10923,5,LAMAI,0.2,7
Ipoh Coffee,368.0,20,10,Toulouse,Beverages,La maison d'Asie,Leka Trading,France,43,368.0,Robert King,Federal Shipping,46.00,1998-03-03 00:00:00.000,Medium Value,10923,1,LAMAI,0.2,7
Laughing Lumberjack Lager,268.8,16,24,Toulouse,Beverages,La maison d'Asie,Bigfoot Breweries,France,67,268.8,Robert King,Federal Shipping,14.00,1998-03-03 00:00:00.000,Medium Value,10923,1,LAMAI,0.2,7
Ikura,558.0,4,20,Luleå,Seafood,Berglunds snabbköp,Tokyo Traders,Sweden,10,558.0,Janet Leverling,United Package,31.00,1998-03-04 00:00:00.000,High Value,10924,8,BERGS,0.1,3
Rössle Sauerkraut,1231.2,12,30,Luleå,Produce,Berglunds snabbköp,Plutzer Lebensmittelgroßmärkte AG,Sweden,28,1231.2,Janet Leverling,United Package,45.60,1998-03-04 00:00:00.000,High Value,10924,7,BERGS,0.1,3
Rhönbräu Klosterbier,46.5,12,6,Luleå,Beverages,Berglunds snabbköp,Plutzer Lebensmittelgroßmärkte AG,Sweden,75,46.5,Janet Leverling,United Package,7.75,1998-03-04 00:00:00.000,High Value,10924,1,BERGS,0,3
Inlagd Sill,403.75,17,25,Rio de Janeiro,Seafood,Hanari Carnes,Svensk Sjöföda AB,Brazil,36,403.75,Janet Leverling,Speedy Express,19.00,1998-03-04 00:00:00.000,High Value,10925,8,HANAR,0.15,3
Filo Mix,71.39999999999999,24,12,Rio de Janeiro,Grains/Cereals,Hanari Carnes,G'day Mate,Brazil,52,71.39999999999999,Janet Leverling,Speedy Express,7.00,1998-03-04 00:00:00.000,High Value,10925,5,HANAR,0.15,3
Queso Cabrales,42.0,5,2,México D.F.,Dairy Products,Ana Trujillo Emparedados y helados,Cooperativa de Quesos 'Las Cabras',Mexico,11,42.0,Margaret Peacock,Federal Shipping,21.00,1998-03-04 00:00:00.000,Low Value,10926,4,ANATR,0,4
Konbu,60.0,6,10,México D.F.,Seafood,Ana Trujillo Emparedados y helados,Mayumi's,Mexico,13,60.0,Margaret Peacock,Federal Shipping,6.00,1998-03-04 00:00:00.000,Low Value,10926,8,ANATR,0,4
Teatime Chocolate Biscuits,64.39999999999999,8,7,México D.F.,Confections,Ana Trujillo Emparedados y helados,Specialty Biscuits Ltd.,Mexico,19,64.39999999999999,Margaret Peacock,Federal Shipping,9.20,1998-03-04 00:00:00.000,Low Value,10926,3,ANATR,0,4
Mozzarella di Giovanni,348.0,14,10,México D.F.,Dairy Products,Ana Trujillo Emparedados y helados,Formaggi Fortini s.r.l.,Mexico,72,348.0,Margaret Peacock,Federal Shipping,34.80,1998-03-04 00:00:00.000,Low Value,10926,4,ANATR,0,4
Sir Rodney's Marmalade,405.0,8,5,Versailles,Confections,La corne d'abondance,Specialty Biscuits Ltd.,France,20,405.0,Margaret Peacock,Speedy Express,81.00,1998-03-05 00:00:00.000,Low Value,10927,3,LACOR,0,4
Filo Mix,35.0,24,5,Versailles,Grains/Cereals,La corne d'abondance,G'day Mate,France,52,35.0,Margaret Peacock,Speedy Express,7.00,1998-03-05 00:00:00.000,Low Value,10927,5,LACOR,0,4
Lakkalikööri,360.0,23,20,Versailles,Beverages,La corne d'abondance,Karkki Oy,France,76,360.0,Margaret Peacock,Speedy Express,18.00,1998-03-05 00:00:00.000,Low Value,10927,1,LACOR,0,4
Zaanse koeken,47.5,22,5,Barcelona,Confections,Galería del gastrónomo,Zaanse Snoepfabriek,Spain,47,47.5,Nancy Davolio,Speedy Express,9.50,1998-03-05 00:00:00.000,Low Value,10928,3,GALED,0,1
Lakkalikööri,90.0,23,5,Barcelona,Beverages,Galería del gastrónomo,Karkki Oy,Spain,76,90.0,Nancy Davolio,Speedy Express,18.00,1998-03-05 00:00:00.000,Low Value,10928,1,GALED,0,1
Sir Rodney's Scones,600.0,8,60,München,Confections,Frankenversand,Specialty Biscuits Ltd.,Germany,21,600.0,Michael Suyama,Speedy Express,10.00,1998-03-05 00:00:00.000,High Value,10929,3,FRANK,0,6
Rhönbräu Klosterbier,379.75,12,49,München,Beverages,Frankenversand,Plutzer Lebensmittelgroßmärkte AG,Germany,75,379.75,Michael Suyama,Speedy Express,7.75,1998-03-05 00:00:00.000,High Value,10929,1,FRANK,0,6
Original Frankfurter grüne Soße,195.0,12,15,München,Condiments,Frankenversand,Plutzer Lebensmittelgroßmärkte AG,Germany,77,195.0,Michael Suyama,Speedy Express,13.00,1998-03-05 00:00:00.000,High Value,10929,2,FRANK,0,6
Sir Rodney's Scones,360.0,8,36,Charleroi,Confections,Suprêmes délices,Specialty Biscuits Ltd.,Belgium,21,360.0,Margaret Peacock,Federal Shipping,10.00,1998-03-06 00:00:00.000,High Value,10930,3,SUPRD,0,4
Schoggi Schokolade,1097.5,11,25,Charleroi,Confections,Suprêmes délices,Heli Süßwaren GmbH & Co. KG,Belgium,27,1097.5,Margaret Peacock,Federal Shipping,43.90,1998-03-06 00:00:00.000,High Value,10930,3,SUPRD,0,4
Pâté chinois,480.0,25,25,Charleroi,Meat/Poultry,Suprêmes délices,Ma Maison,Belgium,55,480.0,Margaret Peacock,Federal Shipping,24.00,1998-03-06 00:00:00.000,High Value,10930,6,SUPRD,0.2,4
Escargots de Bourgogne,318.0,27,30,Charleroi,Seafood,Suprêmes délices,Escargots Nouveaux,Belgium,58,318.0,Margaret Peacock,Federal Shipping,13.25,1998-03-06 00:00:00.000,High Value,10930,8,SUPRD,0.2,4
Konbu,214.2,6,42,Genève,Seafood,Richter Supermarkt,Mayumi's,Switzerland,13,214.2,Margaret Peacock,United Package,6.00,1998-03-06 00:00:00.000,High Value,10931,8,RICSU,0.15,4
Ravioli Angelo,585.0,26,30,Genève,Grains/Cereals,Richter Supermarkt,Pasta Buttini s.r.l.,Switzerland,57,585.0,Margaret Peacock,United Package,19.50,1998-03-06 00:00:00.000,High Value,10931,5,RICSU,0,4
Pavlova,471.15000000000003,7,30,Marseille,Confections,Bon app',Pavlova Ltd.,France,16,471.15000000000003,Laura Callahan,Speedy Express,17.45,1998-03-06 00:00:00.000,High Value,10932,3,BONAP,0.1,8
Tarte au sucre,621.18,29,14,Marseille,Confections,Bon app',Forêts d'érables,France,62,621.18,Laura Callahan,Speedy Express,49.30,1998-03-06 00:00:00.000,High Value,10932,3,BONAP,0.1,8
Mozzarella di Giovanni,556.8,14,16,Marseille,Dairy Products,Bon app',Formaggi Fortini s.r.l.,France,72,556.8,Laura Callahan,Speedy Express,34.80,1998-03-06 00:00:00.000,High Value,10932,4,BONAP,0,8
Rhönbräu Klosterbier,139.5,12,20,Marseille,Beverages,Bon app',Plutzer Lebensmittelgroßmärkte AG,France,75,139.5,Laura Callahan,Speedy Express,7.75,1998-03-06 00:00:00.000,High Value,10932,1,BONAP,0.1,8
Perth Pasties,65.6,24,2,Cowes,Meat/Poultry,Island Trading,G'day Mate,UK,53,65.6,Michael Suyama,Federal Shipping,32.80,1998-03-06 00:00:00.000,Low Value,10933,6,ISLAT,0,6
Sirop d'érable,855.0,29,30,Cowes,Condiments,Island Trading,Forêts d'érables,UK,61,855.0,Michael Suyama,Federal Shipping,28.50,1998-03-06 00:00:00.000,Low Value,10933,2,ISLAT,0,6
Grandma's Boysenberry Spread,500.0,3,20,Frankfurt a.M.,Condiments,Lehmanns Marktstand,Grandma Kelly's Homestead,Germany,6,500.0,Janet Leverling,Federal Shipping,25.00,1998-03-09 00:00:00.000,High Value,10934,2,LEHMS,0,3
Chai,378.0,1,21,Resende,Beverages,Wellington Importadora,Exotic Liquids,Brazil,1,378.0,Margaret Peacock,Federal Shipping,18.00,1998-03-09 00:00:00.000,Low Value,10935,1,WELLI,0,4
Carnarvon Tigers,187.5,7,4,Resende,Seafood,Wellington Importadora,Pavlova Ltd.,Brazil,18,187.5,Margaret Peacock,Federal Shipping,62.50,1998-03-09 00:00:00.000,Low Value,10935,8,WELLI,0.25,4
Tunnbröd,54.0,9,8,Resende,Grains/Cereals,Wellington Importadora,PB Knäckebröd AB,Brazil,23,54.0,Margaret Peacock,Federal Shipping,9.00,1998-03-09 00:00:00.000,Low Value,10935,5,WELLI,0.25,4
Inlagd Sill,456.0,17,30,Eugene,Seafood,Great Lakes Food Market,Svensk Sjöföda AB,USA,36,456.0,Janet Leverling,United Package,19.00,1998-03-09 00:00:00.000,High Value,10936,8,GREAL,0.2,3
Rössle Sauerkraut,364.8,12,8,Buenos Aires,Produce,Cactus Comidas para llevar,Plutzer Lebensmittelgroßmärkte AG,Argentina,28,364.8,Robert King,Federal Shipping,45.60,1998-03-10 00:00:00.000,Low Value,10937,7,CACTU,0,7
Sasquatch Ale,280.0,16,20,Buenos Aires,Beverages,Cactus Comidas para llevar,Bigfoot Breweries,Argentina,34,280.0,Robert King,Federal Shipping,14.00,1998-03-10 00:00:00.000,Low Value,10937,1,CACTU,0,7
Konbu,90.0,6,20,Cunewalde,Seafood,QUICK-Stop,Mayumi's,Germany,13,90.0,Janet Leverling,United Package,6.00,1998-03-10 00:00:00.000,High Value,10938,8,QUICK,0.25,3
Ipoh Coffee,828.0,20,24,Cunewalde,Beverages,QUICK-Stop,Leka Trading,Germany,43,828.0,Janet Leverling,United Package,46.00,1998-03-10 00:00:00.000,High Value,10938,1,QUICK,0.25,3
Camembert Pierrot,1249.5,28,49,Cunewalde,Dairy Products,QUICK-Stop,Gai pâturage,Germany,60,1249.5,Janet Leverling,United Package,34.00,1998-03-10 00:00:00.000,High Value,10938,4,QUICK,0.25,3
Flotemysost,564.375,15,35,Cunewalde,Dairy Products,QUICK-Stop,Norske Meierier,Germany,71,564.375,Janet Leverling,United Package,21.50,1998-03-10 00:00:00.000,High Value,10938,4,QUICK,0.25,3
Chang,161.5,1,10,Bergamo,Beverages,Magazzini Alimentari Riuniti,Exotic Liquids,Italy,2,161.5,Andrew Fuller,United Package,19.00,1998-03-10 00:00:00.000,Medium Value,10939,1,MAGAA,0.15,2
Laughing Lumberjack Lager,476.0,16,40,Bergamo,Beverages,Magazzini Alimentari Riuniti,Bigfoot Breweries,Italy,67,476.0,Andrew Fuller,United Package,14.00,1998-03-10 00:00:00.000,Medium Value,10939,1,MAGAA,0.15,2
Uncle Bob's Organic Dried Pears,240.0,3,8,Marseille,Produce,Bon app',Grandma Kelly's Homestead,France,7,240.0,Laura Callahan,Federal Shipping,30.00,1998-03-11 00:00:00.000,High Value,10940,7,BONAP,0,8
Konbu,120.0,6,20,Marseille,Seafood,Bon app',Mayumi's,France,13,120.0,Laura Callahan,Federal Shipping,6.00,1998-03-11 00:00:00.000,High Value,10940,8,BONAP,0,8
Gorgonzola Telino,412.5,14,44,Boise,Dairy Products,Save-a-lot Markets,Formaggi Fortini s.r.l.,USA,31,412.5,Robert King,United Package,12.50,1998-03-11 00:00:00.000,High Value,10941,4,SAVEA,0.25,7
Tarte au sucre,1109.25,29,30,Boise,Confections,Save-a-lot Markets,Forêts d'érables,USA,62,1109.25,Robert King,United Package,49.30,1998-03-11 00:00:00.000,High Value,10941,3,SAVEA,0.25,7
Scottish Longbreads,750.0,8,80,Boise,Confections,Save-a-lot Markets,Specialty Biscuits Ltd.,USA,68,750.0,Robert King,United Package,12.50,1998-03-11 00:00:00.000,High Value,10941,3,SAVEA,0.25,7
Mozzarella di Giovanni,1739.9999999999998,14,50,Boise,Dairy Products,Save-a-lot Markets,Formaggi Fortini s.r.l.,USA,72,1739.9999999999998,Robert King,United Package,34.80,1998-03-11 00:00:00.000,High Value,10941,4,SAVEA,0,7
Maxilaku,560.0,23,28,Reggio Emilia,Confections,Reggiani Caseifici,Karkki Oy,Italy,49,560.0,Anne Dodsworth,Federal Shipping,20.00,1998-03-11 00:00:00.000,Medium Value,10942,3,REGGC,0,9
Konbu,90.0,6,15,London,Seafood,B's Beverages,Mayumi's,UK,13,90.0,Margaret Peacock,United Package,6.00,1998-03-11 00:00:00.000,Low Value,10943,8,BSBEV,0,4
Gustaf's Knäckebröd,441.0,9,21,London,Grains/Cereals,B's Beverages,PB Knäckebröd AB,UK,22,441.0,Margaret Peacock,United Package,21.00,1998-03-11 00:00:00.000,Low Value,10943,5,BSBEV,0,4
Spegesild,180.0,21,15,London,Seafood,B's Beverages,Lyngbysild,UK,46,180.0,Margaret Peacock,United Package,12.00,1998-03-11 00:00:00.000,Low Value,10943,8,BSBEV,0,4
Queso Cabrales,78.75,5,5,Tsawassen,Dairy Products,Bottom-Dollar Markets,Cooperativa de Quesos 'Las Cabras',Canada,11,78.75,Michael Suyama,Federal Shipping,21.00,1998-03-12 00:00:00.000,High Value,10944,4,BOTTM,0.25,6
Gula Malacca,262.575,20,18,Tsawassen,Condiments,Bottom-Dollar Markets,Leka Trading,Canada,44,262.575,Michael Suyama,Federal Shipping,19.45,1998-03-12 00:00:00.000,High Value,10944,2,BOTTM,0.25,6
Gnocchi di nonna Alice,684.0,26,18,Tsawassen,Grains/Cereals,Bottom-Dollar Markets,Pasta Buttini s.r.l.,Canada,56,684.0,Michael Suyama,Federal Shipping,38.00,1998-03-12 00:00:00.000,High Value,10944,5,BOTTM,0,6
Konbu,120.0,6,20,Leipzig,Seafood,Morgenstern Gesundkost,Mayumi's,Germany,13,120.0,Margaret Peacock,Speedy Express,6.00,1998-03-12 00:00:00.000,Low Value,10945,8,MORGK,0,4
Gorgonzola Telino,125.0,14,10,Leipzig,Dairy Products,Morgenstern Gesundkost,Formaggi Fortini s.r.l.,Germany,31,125.0,Margaret Peacock,Speedy Express,12.50,1998-03-12 00:00:00.000,Low Value,10945,4,MORGK,0,4
Ikura,775.0,4,25,Århus,Seafood,Vaffeljernet,Tokyo Traders,Denmark,10,775.0,Nancy Davolio,United Package,31.00,1998-03-12 00:00:00.000,Medium Value,10946,8,VAFFE,0,1
Guaraná Fantástica,112.5,10,25,Århus,Beverages,Vaffeljernet,Refrescos Americanas LTDA,Denmark,24,112.5,Nancy Davolio,United Package,4.50,1998-03-12 00:00:00.000,Medium Value,10946,1,VAFFE,0,1
Original Frankfurter grüne Soße,520.0,12,40,Århus,Condiments,Vaffeljernet,Plutzer Lebensmittelgroßmärkte AG,Denmark,77,520.0,Nancy Davolio,United Package,13.00,1998-03-12 00:00:00.000,Medium Value,10946,2,VAFFE,0,1
Raclette Courdavault,220.0,28,4,London,Dairy Products,B's Beverages,Gai pâturage,UK,59,220.0,Janet Leverling,United Package,55.00,1998-03-13 00:00:00.000,Low Value,10947,4,BSBEV,0,3
Valkoinen suklaa,146.25,23,9,Sevilla,Confections,Godos Cocina Típica,Karkki Oy,Spain,50,146.25,Janet Leverling,Federal Shipping,16.25,1998-03-13 00:00:00.000,Medium Value,10948,3,GODOS,0,3
Manjimup Dried Apples,2120.0,24,40,Sevilla,Produce,Godos Cocina Típica,G'day Mate,Spain,51,2120.0,Janet Leverling,Federal Shipping,53.00,1998-03-13 00:00:00.000,Medium Value,10948,7,GODOS,0,3
Pâté chinois,96.0,25,4,Sevilla,Meat/Poultry,Godos Cocina Típica,Ma Maison,Spain,55,96.0,Janet Leverling,Federal Shipping,24.00,1998-03-13 00:00:00.000,Medium Value,10948,6,GODOS,0,3
Grandma's Boysenberry Spread,300.0,3,12,Tsawassen,Condiments,Bottom-Dollar Markets,Grandma Kelly's Homestead,Canada,6,300.0,Andrew Fuller,Federal Shipping,25.00,1998-03-13 00:00:00.000,High Value,10949,2,BOTTM,0,2
Ikura,930.0,4,30,Tsawassen,Seafood,Bottom-Dollar Markets,Tokyo Traders,Canada,10,930.0,Andrew Fuller,Federal Shipping,31.00,1998-03-13 00:00:00.000,High Value,10949,8,BOTTM,0,2
Alice Mutton,234.0,7,6,Tsawassen,Meat/Poultry,Bottom-Dollar Markets,Pavlova Ltd.,Canada,17,234.0,Andrew Fuller,Federal Shipping,39.00,1998-03-13 00:00:00.000,High Value,10949,6,BOTTM,0,2
Tarte au sucre,2958.0,29,60,Tsawassen,Confections,Bottom-Dollar Markets,Forêts d'érables,Canada,62,2958.0,Andrew Fuller,Federal Shipping,49.30,1998-03-13 00:00:00.000,High Value,10949,3,BOTTM,0,2
Chef Anton's Cajun Seasoning,110.0,2,5,Bergamo,Condiments,Magazzini Alimentari Riuniti,New Orleans Cajun Delights,Italy,4,110.0,Nancy Davolio,United Package,22.00,1998-03-16 00:00:00.000,Medium Value,10950,2,MAGAA,0,1
Geitost,35.625,15,15,Genève,Dairy Products,Richter Supermarkt,Norske Meierier,Switzerland,33,35.625,Anne Dodsworth,United Package,2.50,1998-03-16 00:00:00.000,High Value,10951,4,RICSU,0.05,9
Jack's New England Clam Chowder,55.005,19,6,Genève,Seafood,Richter Supermarkt,New England Seafood Cannery,Switzerland,41,55.005,Anne Dodsworth,United Package,9.65,1998-03-16 00:00:00.000,High Value,10951,8,RICSU,0.05,9
Rhönbräu Klosterbier,368.125,12,50,Genève,Beverages,Richter Supermarkt,Plutzer Lebensmittelgroßmärkte AG,Switzerland,75,368.125,Anne Dodsworth,United Package,7.75,1998-03-16 00:00:00.000,High Value,10951,1,RICSU,0.05,9
Grandma's Boysenberry Spread,380.0,3,16,Berlin,Condiments,Alfreds Futterkiste,Grandma Kelly's Homestead,Germany,6,380.0,Nancy Davolio,Speedy Express,25.00,1998-03-16 00:00:00.000,Low Value,10952,2,ALFKI,0.05,1
Rössle Sauerkraut,91.2,12,2,Berlin,Produce,Alfreds Futterkiste,Plutzer Lebensmittelgroßmärkte AG,Germany,28,91.2,Nancy Davolio,Speedy Express,45.60,1998-03-16 00:00:00.000,Low Value,10952,7,ALFKI,0,1
Sir Rodney's Marmalade,3847.5,8,50,Colchester,Confections,Around the Horn,Specialty Biscuits Ltd.,UK,20,3847.5,Anne Dodsworth,United Package,81.00,1998-03-16 00:00:00.000,Medium Value,10953,3,AROUT,0.05,9
Gorgonzola Telino,593.75,14,50,Colchester,Dairy Products,Around the Horn,Formaggi Fortini s.r.l.,UK,31,593.75,Anne Dodsworth,United Package,12.50,1998-03-16 00:00:00.000,Medium Value,10953,4,AROUT,0.05,9
Pavlova,415.30999999999995,7,28,I. de Margarita,Confections,LINO-Delicateses,Pavlova Ltd.,Venezuela,16,415.30999999999995,Steven Buchanan,Speedy Express,17.45,1998-03-17 00:00:00.000,Medium Value,10954,3,LINOD,0.15,5
Gorgonzola Telino,265.625,14,25,I. de Margarita,Dairy Products,LINO-Delicateses,Formaggi Fortini s.r.l.,Venezuela,31,265.625,Steven Buchanan,Speedy Express,12.50,1998-03-17 00:00:00.000,Medium Value,10954,4,LINOD,0.15,5
Rogede sild,285.0,21,30,I. de Margarita,Seafood,LINO-Delicateses,Lyngbysild,Venezuela,45,285.0,Steven Buchanan,Speedy Express,9.50,1998-03-17 00:00:00.000,Medium Value,10954,8,LINOD,0,5
Camembert Pierrot,693.6,28,24,I. de Margarita,Dairy Products,LINO-Delicateses,Gai pâturage,Venezuela,60,693.6,Steven Buchanan,Speedy Express,34.00,1998-03-17 00:00:00.000,Medium Value,10954,4,LINOD,0.15,5
Rhönbräu Klosterbier,74.4,12,12,Bräcke,Beverages,Folk och fä HB,Plutzer Lebensmittelgroßmärkte AG,Sweden,75,74.4,Laura Callahan,United Package,7.75,1998-03-17 00:00:00.000,High Value,10955,1,FOLKO,0.2,8
Sir Rodney's Scones,120.0,8,12,Mannheim,Confections,Blauer See Delikatessen,Specialty Biscuits Ltd.,Germany,21,120.0,Michael Suyama,United Package,10.00,1998-03-17 00:00:00.000,Low Value,10956,3,BLAUS,0,6
Zaanse koeken,133.0,22,14,Mannheim,Confections,Blauer See Delikatessen,Zaanse Snoepfabriek,Germany,47,133.0,Michael Suyama,United Package,9.50,1998-03-17 00:00:00.000,Low Value,10956,3,BLAUS,0,6
Manjimup Dried Apples,424.0,24,8,Mannheim,Produce,Blauer See Delikatessen,G'day Mate,Germany,51,424.0,Michael Suyama,United Package,53.00,1998-03-17 00:00:00.000,Low Value,10956,7,BLAUS,0,6
Nord-Ost Matjeshering,776.7,13,30,San Cristóbal,Seafood,HILARION-Abastos,Nord-Ost-Fisch Handelsgesellschaft mbH,Venezuela,30,776.7,Laura Callahan,Federal Shipping,25.89,1998-03-18 00:00:00.000,High Value,10957,8,HILAA,0,8
Steeleye Stout,720.0,16,40,San Cristóbal,Beverages,HILARION-Abastos,Bigfoot Breweries,Venezuela,35,720.0,Laura Callahan,Federal Shipping,18.00,1998-03-18 00:00:00.000,High Value,10957,1,HILAA,0,8
Wimmers gute Semmelknödel,266.0,12,8,San Cristóbal,Grains/Cereals,HILARION-Abastos,Plutzer Lebensmittelgroßmärkte AG,Venezuela,64,266.0,Laura Callahan,Federal Shipping,33.25,1998-03-18 00:00:00.000,High Value,10957,5,HILAA,0,8
Chef Anton's Gumbo Mix,427.0,2,20,Buenos Aires,Condiments,Océano Atlántico Ltda.,New Orleans Cajun Delights,Argentina,5,427.0,Robert King,United Package,21.35,1998-03-18 00:00:00.000,Low Value,10958,2,OCEAN,0,7
Uncle Bob's Organic Dried Pears,180.0,3,6,Buenos Aires,Produce,Océano Atlántico Ltda.,Grandma Kelly's Homestead,Argentina,7,180.0,Robert King,United Package,30.00,1998-03-18 00:00:00.000,Low Value,10958,7,OCEAN,0,7
Mozzarella di Giovanni,174.0,14,5,Buenos Aires,Dairy Products,Océano Atlántico Ltda.,Formaggi Fortini s.r.l.,Argentina,72,174.0,Robert King,United Package,34.80,1998-03-18 00:00:00.000,Low Value,10958,4,OCEAN,0,7
Rhönbräu Klosterbier,131.75,12,20,Campinas,Beverages,Gourmet Lanchonetes,Plutzer Lebensmittelgroßmärkte AG,Brazil,75,131.75,Michael Suyama,United Package,7.75,1998-03-18 00:00:00.000,Medium Value,10959,1,GOURL,0.15,6
Guaraná Fantástica,33.75,10,10,San Cristóbal,Beverages,HILARION-Abastos,Refrescos Americanas LTDA,Venezuela,24,33.75,Janet Leverling,Speedy Express,4.50,1998-03-19 00:00:00.000,High Value,10960,1,HILAA,0.25,3
Jack's New England Clam Chowder,231.60000000000002,19,24,San Cristóbal,Seafood,HILARION-Abastos,New England Seafood Cannery,Venezuela,41,231.60000000000002,Janet Leverling,Speedy Express,9.65,1998-03-19 00:00:00.000,High Value,10960,8,HILAA,0,3
